wake,estimatedSleep,coffee,actualSleep
18000,10,2,38096
74700,5.5,7,26213
35100,6.5,2,25643
33300,6,8,28191
35100,5.25,1,20158
32400,10,1,37266
38700,5.5,1,21114
9000,9.5,4,38005
14400,7.75,1,29154
49500,8.5,8,38272
26100,7.5,1,28301
31500,8.5,5,35528
18900,5.75,1,22026
6300,7.75,2,29985
26100,9,2,34436
25200,9.75,1,36454
19800,5.5,1,21156
75600,8.5,2,32665
18900,7.75,3,30717
19800,9,2,34626
23400,8.75,2,33706
31500,6,2,23840
28800,5.25,1,20189
27000,6.25,5,27139
29700,5.25,1,20223
40500,5,2,20104
23400,5.25,1,20274
21600,5.75,8,28224
35100,6.75,1,25554
18000,6,4,25190
18000,9,1,33707
22500,8,3,31803
6300,5.25,1,20201
31500,8.25,4,33390
27900,5.75,1,22038
25200,6.25,1,23716
22500,6.5,1,24709
33300,7.25,2,28172
34200,8.75,10,40636
27000,5.5,7,25635
28800,8.5,4,34633
26100,9,9,40584
64800,9.75,8,42137
25200,9.25,1,34685
18900,7.5,1,28274
27900,5.25,6,24172
30600,5,2,20202
34200,8.25,1,31019
27900,8,1,30165
30600,7,3,28291
21600,8,1,30084
23400,7.5,9,35572
23400,6.25,1,23868
28800,7.5,3,29837
29700,5,2,20094
24300,8,3,31978
25200,6.25,5,27403
30600,7.75,1,29169
29700,5.75,1,22021
31500,5,3,20924
45900,5.75,4,24249
29700,10,1,37316
24300,9,2,34655
23400,7.25,1,27456
27000,5,1,19264
34200,8.75,3,34663
25200,6,10,30007
77400,8.75,3,34611
26100,8.25,1,30999
35100,6,1,22864
30600,9.5,4,38116
66600,7.75,2,30052
31500,6.75,3,27375
27900,8.75,6,36656
26100,6.75,10,33053
34200,7.25,9,33626
28800,7.25,1,27399
28800,7.75,2,29935
50400,8,1,30134
36000,8.75,1,32894
18900,6.25,1,23773
45900,7.25,9,34700
18900,6,2,23835
34200,7.75,8,34618
30600,8.5,4,34618
32400,7.5,1,28358
24300,7.75,2,29984
29700,9.5,1,35523
18000,7.75,10,37359
33300,6.75,5,29042
19800,6,1,22950
18000,9,4,36081
25200,6.5,2,25524
35100,9.5,1,35474
34200,9,7,38318
30600,8.75,7,37529
7200,5.5,1,21166
27000,10,4,39737
7200,5,2,20021
23400,10,7,42624
28800,5.25,10,27644
18900,5.75,1,21996
22500,5.25,1,20187
13500,7,2,27261
27900,5,5,22818
29700,9.75,10,43567
25200,6,2,23800
34200,10,1,37361
18000,9.5,1,35491
26100,5.25,1,20271
20700,5,2,20074
18000,5.75,8,27451
29700,6.25,2,24738
24300,7.25,3,28930
29700,5.75,6,26046
31500,5.75,1,21963
25200,8.25,1,30999
29700,5,1,19321
28800,8.75,1,32826
27000,7,10,33394
21600,6.25,2,24686
31500,6,2,23751
23400,6.25,2,24684
23400,9.5,1,35557
32400,6.75,4,27842
18000,7.5,2,28994
47700,7,2,27353
34200,5.5,2,22024
20700,8.25,1,30984
28800,9.25,1,34553
33300,8.5,2,32708
10800,9.5,3,37086
30600,9,1,33724
29700,7.5,9,35022
27900,9.25,3,36461
31500,9.5,6,39610
25200,6,10,29809
22500,5.5,3,22978
19800,5.5,7,26426
30600,8.75,4,35430
21600,8.75,5,36021
28800,8.75,2,33529
26100,6.5,3,26195
23400,8.25,1,31055
18900,8.25,1,30961
68400,9.75,2,37175
32400,8.25,1,31031
23400,8.25,10,38442
33300,9,3,35195
28800,7,1,26490
20700,7.5,1,28257
33300,9.5,4,38156
35100,8.5,2,32760
68400,7.25,6,31470
21600,7,3,28323
27900,9.75,6,40332
24300,10,2,38017
19800,9.5,2,36407
26100,5,7,24027
32400,7.75,2,29925
25200,7.25,1,27356
23400,5.75,1,22050
28800,5,1,19349
21600,8.75,2,33619
21600,6.25,1,23754
27000,7.5,1,28259
30600,10,1,37359
54000,8,3,31830
22500,8.25,5,34480
13500,6.5,1,24693
27000,8.75,3,34268
31500,9.25,2,35421
23400,5.5,3,22955
21600,7,3,28102
2700,6.75,4,28064
32400,8.25,6,35071
18000,8,3,31612
30600,9.5,3,37292
21600,8.75,8,38518
900,6,1,22917
26100,6,1,22852
78300,9.5,1,35448
19800,5.5,8,27210
21600,7,2,27384
28800,7.5,7,33354
35100,6,3,24517
22500,9.25,3,36376
35100,5.5,1,21140
19800,7.5,6,32621
28800,6,1,22833
23400,7,3,28100
26100,9.5,1,35573
34200,9,1,33663
45900,7.75,7,34378
18000,5.5,2,21904
18900,9.25,2,35339
27900,5.75,3,23692
23400,8.25,1,31059
35100,10,5,40335
19800,8,9,36320
74700,10,1,37291
30600,9.5,4,37916
32400,8.25,9,37854
28800,10,2,38150
35100,7.25,5,31011
27900,9.25,4,36925
27900,9.25,5,37868
63000,6.75,1,25618
24300,5,1,19254
24300,9.5,1,35440
27900,7.75,5,32445
31500,5,7,24402
26100,5,7,24651
18900,7.25,3,29169
81900,8.5,10,40100
52200,6.25,5,26804
4500,6.25,4,26280
32400,6.25,4,26416
28800,9.5,7,40575
35100,8,1,30119
29700,7,1,26545
38700,8.5,8,37650
19800,7.75,3,30810
23400,9,3,35281
22500,7.5,3,30021
23400,8,1,30079
27900,7.25,1,27415
30600,5.75,1,22058
83700,5,7,23827
81000,9.5,9,42279
30600,8.75,2,33708
24300,7.5,8,33820
26100,6,3,24548
28800,8,2,30906
35100,6.25,1,23878
3600,9.5,1,35535
18900,7.75,5,32533
34200,8,1,30145
11700,8.25,6,35518
33300,6.25,3,25386
42300,5,3,20830
34200,7.25,1,27387
28800,7,3,28112
27900,6.25,4,26463
20700,9.25,3,36243
31500,6.25,3,25247
25200,10,1,37328
30600,5,1,19343
31500,9.75,5,39810
27000,9.5,1,35485
28800,9,3,35345
19800,5.5,1,21116
13500,8.25,2,31841
25200,7.75,8,35164
25200,8.5,3,33373
20700,7.5,1,28284
23400,7.75,4,31773
27000,6,2,23710
27900,5.75,1,22095
18000,5.75,4,24439
49500,8.25,3,32780
27900,8.25,4,33430
60300,9.25,2,35328
23400,9.5,1,35460
22500,7,1,26560
20700,8.75,1,32856
24300,9,2,34483
20700,6.5,1,24733
78300,9,4,36168
20700,8.25,1,31034
9900,6.75,1,25559
33300,9.25,1,34571
26100,8.75,2,33738
19800,7,1,26448
21600,7,1,26545
23400,9.5,2,36274
28800,5.25,1,20267
34200,8.25,7,36295
22500,9,1,33743
34200,8.75,3,34683
10800,10,1,37252
77400,6,2,23857
29700,6.5,2,25484
29700,9.25,5,37617
27900,5.75,4,24763
32400,7,3,28398
29700,8,5,33313
18900,6.25,1,23866
19800,8,1,30163
31500,7,1,26593
23400,6.5,2,25471
27900,10,1,37234
26100,9.5,1,35499
33300,8.5,10,39175
17100,7.75,1,29254
24300,9.25,1,34659
33300,9.5,8,40939
24300,9.25,5,37699
27000,8.75,1,32827
35100,9.75,9,42866
21600,7.75,3,30942
18900,5,1,19352
18900,5.25,4,22722
13500,9.75,1,36438
24300,7.5,2,29251
28800,8.25,1,30943
23400,8,3,31890
32400,6.25,2,24564
18900,7,3,28170
70200,5.25,2,21166
20700,5.5,9,28314
34200,5.5,3,22862
70200,8.25,4,33400
24300,10,1,37363
21600,9.5,4,38034
25200,6.25,3,25461
30600,6.25,7,28562
32400,6,3,24410
25200,6,1,22909
27900,9.5,3,37001
18000,5,1,19248
19800,8,4,32871
31500,5,3,20831
40500,6.25,4,26434
18900,10,3,38814
18900,7.5,9,34607
26100,5.25,1,20231
8100,9.25,1,34663
29700,7.75,1,29149
24300,5.25,2,21104
22500,7.75,2,30101
84600,6,1,22893
28800,9.5,4,38274
30600,7.25,1,27387
24300,7,3,27950
27000,9.75,3,37976
21600,5.25,3,21666
34200,10,1,37340
26100,7,2,27278
32400,6,2,23646
35100,8.75,3,34599
27900,5,6,23791
33300,9.75,6,40429
22500,9.75,2,37174
19800,5.5,7,25898
18000,8.75,5,36375
30600,9,4,36399
20700,7.5,4,30724
29700,9.75,10,44389
18000,8.5,10,38706
30600,8,1,30125
22500,5.75,9,28233
18900,7.75,10,36860
21600,9.25,1,34624
21600,8.75,1,32855
25200,9.25,2,35299
29700,8.25,3,32803
8100,8.5,3,33672
26100,9,3,35556
31500,8.25,3,32656
31500,6.75,6,30047
18000,9.25,3,36490
33300,5.5,1,21042
25200,5.5,1,21126
18000,8.25,1,30980
34200,9.25,7,40033
18900,7.25,3,28886
59400,7,3,28169
26100,9.5,1,35453
22500,8.5,2,32745
32400,5,1,19236
18900,7,2,27277
29700,5,10,26305
29700,5.25,2,21074
25200,7.5,3,30080
25200,5.5,1,21086
20700,6,3,24673
22500,5.25,2,20904
34200,6.5,10,31630
19800,6.75,2,26482
25200,6.5,8,30572
23400,6.5,4,27459
62100,7,2,27314
31500,5.5,3,22892
33300,8.25,5,34373
74700,6.75,1,25592
18900,8.5,1,31878
34200,5.25,4,22897
27000,7.5,1,28360
21600,7.75,3,30712
24300,6,2,23710
23400,9.75,3,38300
34200,9.25,1,34548
18900,7.75,1,29156
24300,9.75,3,38203
27900,6,3,24774
25200,5.75,8,28001
28800,8.5,8,37263
25200,5.25,2,21080
27900,6,10,29833
29700,6.75,1,25631
35100,9.25,2,35327
35100,6.25,1,23809
26100,6,9,29354
22500,8.5,6,36065
28800,8,1,30052
21600,7.25,3,29226
59400,9.5,4,38296
18000,8,7,34813
27000,8.75,6,37195
34200,6.25,4,26040
83700,5.5,1,21165
33300,5.5,2,22054
21600,6.5,3,26145
33300,8.75,2,33609
35100,8.5,3,33691
31500,7.75,4,31807
27000,6.5,8,30121
29700,7.5,3,29803
18000,5.75,1,22009
60300,9.75,10,44222
32400,5.5,3,22728
31500,9.25,1,34680
23400,5.25,2,21122
45000,5,2,20046
27900,9.5,2,36380
20700,6.75,2,26559
27900,7.5,2,29165
27900,6.25,3,25285
35100,6.5,4,27081
31500,9.25,3,36443
77400,9.25,9,41385
26100,7,1,26541
18900,6,10,30699
29700,7.25,3,29107
32400,9.25,5,37608
25200,7.75,7,34039
18000,10,4,39835
23400,5.25,4,22551
61200,6.25,1,23835
22500,7,1,26483
34200,8.25,1,30984
27000,7,2,27373
72000,9.25,1,34602
28800,8.25,2,31789
25200,5.25,3,21829
35100,7.5,3,29944
22500,5.5,4,23554
78300,8.25,2,31820
19800,8,1,30146
24300,7.75,10,36134
25200,6.25,9,30982
84600,8.25,6,35415
30600,7.25,1,27435
72000,5.25,1,20246
18000,9.25,1,34547
27000,5.75,7,26916
26100,10,8,42967
32400,9,4,36067
23400,6.5,3,26301
25200,8.75,6,36996
27000,8.25,3,32772
22500,5.75,4,24399
28800,5,4,21780
21600,7.75,7,34298
20700,7,8,32709
26100,6.25,2,24614
31500,9,4,36294
15300,8.25,8,36885
82800,8.5,10,39529
33300,5.5,3,22713
22500,8.25,8,36794
21600,7.25,2,28241
24300,7.75,7,34285
21600,7.5,2,28984
35100,7,1,26527
30600,9.5,3,37326
24300,6.5,7,29626
25200,9.5,1,35501
55800,5.75,1,21964
83700,7.5,2,29175
29700,8.75,2,33773
19800,9.25,1,34636
29700,8.25,9,37955
24300,7.5,1,28278
51300,5.75,3,23810
34200,8.25,1,30964
24300,7.25,3,29238
27000,8,10,37530
21600,7.75,1,29170
33300,6.5,1,24697
27000,8.5,1,31908
29700,6.25,3,25498
44100,6.75,1,25651
39600,7.25,1,27437
21600,9.75,8,42711
21600,7.5,3,29951
27900,6.25,10,30797
26100,7,8,32863
31500,8,3,31648
30600,7.75,6,33048
18900,5.75,1,22071
28800,6,4,25147
32400,5,5,22786
26100,9.5,2,36436
33300,6.25,8,29734
32400,5.5,3,22696
18900,9.5,8,40995
19800,9,7,39124
33300,6.25,4,26106
18000,6.5,1,24744
26100,6.25,2,24567
32400,9.5,9,42272
18000,8.75,3,34437
32400,6.75,3,27478
21600,6,3,24461
20700,9,1,33707
9900,5.75,6,25816
33300,7,9,33232
19800,5.25,2,21118
22500,5.75,10,29998
28800,5,9,26344
56700,9.25,5,38048
27900,9.75,1,36353
29700,6.75,7,30799
19800,7.75,10,36916
20700,6,1,22925
18900,8.75,10,40333
20700,8.25,2,31919
33300,9.25,3,36138
27900,5.75,2,22929
16200,10,1,37282
24300,8.5,1,31860
35100,8.75,1,32832
20700,7.5,9,35407
54000,8.75,7,37308
26100,5,1,19382
25200,6.75,1,25661
30600,6,1,22874
55800,9,2,34390
11700,5.5,1,21040
27900,9.5,4,38103
34200,5.5,1,21043
24300,6.75,8,31390
32400,6.75,1,25633
24300,5,5,22595
21600,9,9,39934
63900,9,6,38113
24300,8.25,1,30971
18900,5.5,1,21173
18000,7,5,29687
18900,7.75,2,30027
43200,6.5,3,26373
24300,5.75,3,23634
19800,5.75,8,27932
18900,10,1,37297
33300,6.25,4,26118
28800,6.75,2,26410
31500,6.75,1,25579
29700,8,8,36068
25200,8.75,2,33548
25200,9.5,1,35520
27000,7,4,28964
36000,5,10,27472
28800,5.5,1,21139
28800,7,1,26563
24300,6.75,2,26437
25200,6.25,8,29244
33300,7,3,28127
27900,7.25,2,28262
28800,5.75,7,26638
27900,6,10,30827
22500,7.75,10,36004
29700,7,3,28185
54900,9,2,34458
41400,5.25,3,22018
27900,8.5,1,31905
18000,7,1,26522
29700,8,1,30062
27000,6.75,10,33433
23400,8.75,10,40352
28800,10,1,37364
27900,9,4,36201
21600,5.5,4,23635
44100,9.75,4,38958
22500,8.25,1,30952
24300,5,1,19258
23400,9.25,6,38833
22500,7.75,5,32646
43200,5.5,2,21981
27900,7.75,3,30692
20700,8.5,2,32701
21600,6.75,1,25615
33300,8.25,5,34208
19800,7.75,3,30946
18900,9.75,2,37212
23400,5.5,8,26523
29700,7.75,2,29990
35100,7.75,1,29156
27900,6,4,25189
24300,10,1,37247
23400,9.75,2,37216
29700,9.75,2,37158
24300,7.75,3,30884
61200,6.5,2,25469
24300,7,1,26445
27900,5.25,9,26675
27900,7.5,1,28313
18900,9.75,8,42329
63900,5.25,9,27375
21600,6,1,22865
19800,8.75,1,32764
6300,8,1,30069
29700,6.5,3,26454
18000,5.75,3,23751
34200,8.25,10,39075
23400,6.5,3,26195
33300,6.5,3,26535
28800,5,3,20941
29700,9.25,6,38348
23400,8.75,4,35482
41400,7.75,8,35559
72900,5.5,4,23537
26100,6.75,2,26365
18900,6.75,4,27892
46800,5.75,6,25971
36900,5.5,1,21178
18000,6.25,2,24757
32400,10,7,42637
55800,7.5,1,28267
32400,9.5,4,38108
25200,9.5,2,36366
22500,8,1,30185
18000,8.75,2,33576
22500,6.5,10,32262
31500,8.5,4,34304
28800,9.75,3,38222
29700,6,1,22936
29700,5.75,2,22887
31500,8,2,30934
72000,9.5,5,38928
26100,8.25,4,33664
33300,7.5,1,28306
35100,6,1,22950
20700,10,9,44276
35100,8.25,2,31836
25200,6.25,6,28273
29700,8.25,1,31044
21600,5.5,4,23756
25200,5.5,5,24176
24300,7,1,26462
18900,6.5,1,24633
28800,8.5,1,31923
27000,9.5,4,37986
32400,7,1,26451
18900,5.25,2,21139
18000,7.25,4,29777
22500,8.25,1,31069
28800,5.5,1,21048
80100,9.75,1,36454
28800,8.5,10,39361
24300,5.75,4,24578
29700,6,1,22900
27000,6.25,1,23795
23400,6,1,22879
30600,5.25,3,22008
26100,6.5,3,26349
19800,7.25,7,32077
26100,5.5,5,24596
29700,5.75,10,29251
25200,8,8,35975
33300,5.5,6,25430
34200,5,3,20866
31500,5.25,3,21769
35100,9.75,1,36405
32400,6.5,1,24763
19800,6.25,4,26087
27900,6,2,23792
29700,6.5,3,26529
32400,7.75,3,31002
25200,8.25,1,30949
3600,8.5,1,31885
29700,9.5,2,36292
26100,8.75,1,32779
19800,6.75,8,31395
31500,6.5,8,30727
24300,5.25,9,26929
30600,6.75,5,29174
29700,7.75,2,30049
34200,7.5,2,29191
23400,9.75,1,36481
40500,5.25,1,20226
69300,7.5,8,34477
32400,6,10,29828
72000,5.75,1,22041
19800,9.75,1,36444
26100,7.5,3,29961
25200,6.25,3,25669
34200,8.5,3,33512
29700,9.75,1,36454
21600,5.75,7,26783
27900,9.25,4,37063
5400,9,1,33778
27000,7.25,7,32738
22500,7.75,3,30815
24300,8.5,8,37699
27000,6.5,2,25643
30600,10,3,39167
24300,7.5,4,30830
32400,6.25,1,23738
26100,7.25,1,27412
32400,7,1,26421
30600,8.5,3,33499
30600,8.5,2,32828
18900,5,1,19359
22500,8.75,3,34496
34200,8.25,5,34593
24300,5.5,2,21935
29700,10,2,38230
33300,6.5,3,26541
19800,6,1,22955
28800,7.75,1,29140
900,6.75,2,26470
28800,7.5,3,30127
35100,9.5,2,36392
29700,9.75,1,36380
32400,8.5,1,31955
30600,6.25,2,24577
32400,8.5,1,31931
23400,5.25,2,21081
23400,9.5,9,42289
26100,9.25,4,37214
18900,7.75,8,34950
20700,8.75,3,34367
21600,9.5,1,35519
31500,5,2,20299
34200,7.5,1,28385
22500,5.25,1,20272
29700,7,1,26505
21600,9.75,7,41830
24300,8.75,1,32777
21600,5.25,6,24006
28800,9.25,1,34585
19800,5.25,10,28181
28800,9.25,7,39968
26100,6,4,25222
20700,6.25,2,24653
18900,6.75,2,26415
35100,8.75,3,34366
25200,9.5,2,36496
24300,6,1,22923
10800,5.5,3,22629
31500,5,1,19284
22500,6.25,1,23753
35100,8,6,34114
31500,6,1,22974
18900,6.5,4,26921
18000,7,2,27424
27900,5.25,1,20291
27000,7.25,1,27324
7200,6,10,29813
20700,9.25,3,36408
19800,9.25,1,34612
18000,5.25,8,25727
32400,9.5,4,38007
18900,8.75,2,33643
33300,6.25,4,26156
84600,7.5,3,30001
34200,7.25,6,31712
26100,6,1,22937
30600,8.25,2,31935
28800,9.75,1,36346
47700,7.75,8,35018
21600,6.25,1,23749
20700,9.75,1,36407
28800,6,1,22913
18000,5,1,19281
28800,5.75,5,25474
34200,7.25,9,34433
22500,9.75,10,43870
22500,9,3,35336
21600,6.25,2,24697
30600,5.75,3,23835
33300,9,4,36132
27000,5,3,20812
22500,6,6,27012
27000,6.5,3,26246
35100,8,3,31997
31500,9.25,3,36088
19800,8,1,30086
20700,9.5,1,35528
20700,6.5,1,24666
52200,9.75,1,36397
29700,8,3,31793
32400,6.5,2,25588
17100,6.75,3,27272
26100,7.75,4,31887
23400,6.25,1,23739
32400,7,1,26489
29700,8.5,1,31861
39600,8,2,30819
22500,6.75,1,25539
24300,7.75,1,29162
25200,10,2,38017
35100,6.75,2,26292
22500,7.75,8,35233
18900,5.25,4,22854
30600,9.75,1,36444
23400,5.25,7,24917
33300,6.75,1,25588
29700,5.25,1,20183
19800,5,1,19301
20700,10,8,43365
7200,5,7,23953
19800,5.25,1,20207
21600,6.5,5,27741
31500,6.75,1,25539
27900,7.75,10,37121
36000,7.25,4,30092
20700,6.75,1,25608
27000,7.25,1,27381
31500,7.75,1,29175
33300,5.75,4,24548
35100,9.25,6,38441
32400,5.25,2,21153
30600,8.5,3,33555
22500,6.25,5,26827
28800,9,10,41426
27900,7.25,4,30149
33300,8.75,2,33548
21600,9.5,3,37053
33300,7.75,8,34932
22500,7.5,2,29242
26100,6,3,24755
56700,10,6,41249
21600,6.75,1,25669
27900,8.75,7,37624
24300,9.75,2,37328
24300,7.25,1,27351
25200,8,5,33433
33300,7.75,5,32244
27000,9,2,34422
27000,6.75,3,27098
24300,8.5,1,31833
35100,10,3,38927
27000,5,1,19228
27900,6.5,3,26179
25200,8,4,32817
20700,5.25,6,23985
28800,6.5,1,24655
27900,9.25,1,34667
28800,9,9,39913
19800,6.5,1,24735
24300,5.75,3,23726
21600,7,3,28373
35100,5.25,2,20962
25200,9.25,2,35490
33300,5.5,8,26740
27000,6.5,1,24682
35100,6,1,22834
18900,8.25,2,31892
29700,5.5,1,21176
51300,8.75,6,36932
35100,8.5,2,32788
23400,5.75,10,29611
59400,5,3,20935
52200,5.75,2,22777
22500,5.25,1,20208
24300,8.5,4,34142
55800,7,1,26483
18900,5.75,10,29471
27000,8.75,1,32757
30600,10,5,40742
25200,9.75,2,37199
28800,6.75,1,25678
49500,6.75,4,27882
33300,8.5,2,32760
32400,5,1,19310
25200,7.25,4,30043
24300,9.25,3,36181
36900,5,5,22928
22500,5.5,4,23824
25200,9.75,2,37287
32400,5.5,2,21911
19800,6,4,25502
34200,6,1,22870
20700,6.75,2,26320
21600,8,1,30059
31500,9.25,9,41058
26100,6.75,3,27255
33300,6.75,1,25612
18000,8,5,33571
35100,9.25,4,36919
40500,9,1,33706
27900,5,1,19341
9900,8.5,2,32882
27000,10,2,38065
23400,6,4,25432
31500,6.5,4,27428
73800,7.5,3,29876
34200,6.25,1,23792
24300,9.75,4,38823
24300,5.75,4,24571
22500,7.5,2,29278
33300,5.5,9,28388
27000,9,1,33691
26100,9.5,7,40904
28800,6,1,22899
30600,9,1,33647
81000,5,1,19307
32400,5.5,2,21866
29700,5.25,8,25701
29700,9.25,2,35559
27000,5.25,3,21993
20700,8.25,2,31930
27900,7,1,26520
29700,6.75,4,28142
25200,5.25,1,20162
18000,6.25,1,23860
23400,6.5,7,29539
21600,5,3,21081
27900,5.75,1,22035
19800,6.75,7,30872
20700,6.25,2,24650
28800,9.25,1,34576
27900,7.5,3,30115
34200,10,3,38759
19800,9.75,3,37914
21600,5.5,3,22956
30600,5.5,1,21163
25200,9.75,1,36349
63000,8.25,1,30944
28800,6,7,27624
23400,9.5,1,35575
26100,9.5,1,35437
26100,5.5,3,22981
29700,5.75,7,26900
19800,7.5,2,29179
25200,5,6,23854
28800,7.25,7,32354
76500,9.5,10,42778
22500,7.25,3,29007
34200,7.25,1,27390
33300,5.25,1,20258
34200,5.25,10,27829
27900,7.5,1,28251
23400,5,1,19252
27000,8.75,3,34397
25200,5.75,4,24332
30600,6.5,2,25392
34200,8,10,37985
23400,9.5,1,35470
22500,9.75,2,37386
22500,5.75,1,22042
35100,10,1,37341
20700,7.25,3,29227
10800,5,2,20012
18900,6,2,23842
30600,5.75,1,22038
27000,9,3,35152
21600,7.75,1,29251
35100,5.75,7,27391
4500,6.5,7,29504
17100,9.75,3,37874
19800,8,1,30103
35100,8.75,2,33718
29700,6,1,22816
64800,5.75,2,22912
23400,5,1,19323
23400,5.5,2,21992
33300,9.75,1,36458
21600,6,1,22840
18900,6.75,1,25684
19800,5.75,2,22955
11700,5.25,2,21137
35100,8,3,31618
34200,9,1,33716
27900,6.5,4,27415
29700,6,2,23842
27000,8.25,8,36442
62100,6.75,4,28101
23400,5.75,1,22084
29700,7.25,2,28296
29700,9,7,38931
24300,6.25,7,28834
34200,5.25,7,24777
29700,9.25,3,36224
32400,5,1,19303
24300,9.5,1,35477
32400,5.5,8,26977
33300,7.75,2,30027
22500,7.25,5,30759
18900,8.25,1,31063
20700,5.25,4,22565
42300,10,3,38955
15300,8.5,8,38207
33300,9.75,1,36398
18000,7.25,3,29049
31500,7.25,4,29725
21600,6,2,23671
25200,7.75,3,30822
29700,6.75,9,32795
62100,9,1,33701
30600,6.5,1,24656
30600,7.5,1,28253
34200,7,2,27269
23400,7.5,6,32495
3600,7.5,8,33886
23400,6.5,3,26364
15300,7.5,2,29100
35100,8.25,8,36866
38700,5.5,2,21791
32400,8.5,3,33456
29700,5,2,20112
28800,6.25,1,23782
18900,8.25,1,31064
23400,7,3,28148
18000,9,10,40815
9000,6.25,3,25410
24300,5.5,2,21928
59400,7.75,7,33968
64800,7,1,26482
33300,8.75,1,32752
20700,8.75,2,33728
26100,8,1,30091
28800,9,1,33667
19800,10,1,37290
25200,8.5,1,31955
33300,5,10,26225
31500,6.25,1,23787
33300,6.5,7,29248
27000,6,2,23628
30600,8.75,5,36418
21600,5.75,1,21999
34200,9.5,8,41424
27900,7.5,10,36096
23400,5.25,2,21013
25200,6.5,4,27455
22500,8.75,5,35876
20700,9.25,4,37013
68400,7.5,2,29046
23400,6.5,1,24718
24300,6.5,7,29848
34200,6,3,24645
34200,8.25,1,30996
20700,9.25,3,36056
29700,6.5,3,26453
900,5.5,2,22085
18900,8,1,30030
23400,9.75,6,40505
18000,6.25,1,23814
27000,8.25,3,32479
32400,10,1,37268
18000,9.75,4,38665
25200,6.25,4,26342
29700,6.25,1,23853
30600,7,7,31356
26100,6.25,1,23889
18000,8.5,4,34144
24300,5.75,1,21993
34200,7,3,28108
19800,9,4,36180
27000,9.5,1,35551
34200,7.25,3,29017
24300,6,1,22988
30600,9.25,1,34636
35100,9.5,2,36392
18000,7.75,7,34496
19800,6,3,24387
25200,6.25,2,24672
21600,5,6,23708
11700,6.5,1,24689
22500,9.25,1,34654
29700,9.75,6,40972
16200,8,1,30096
26100,5.5,3,22968
30600,6.75,1,25603
19800,5.5,2,21856
32400,7.75,1,29151
10800,6,1,22900
11700,8.5,2,32701
49500,10,5,40889
43200,8.75,1,32784
53100,9.75,10,43751
18900,9.75,1,36356
23400,7.25,1,27327
65700,6,1,22992
48600,6,3,24549
34200,9.25,1,34601
22500,6.5,3,26559
42300,8.25,3,32591
29700,6.25,2,24724
20700,8.25,3,32695
19800,8.75,10,39820
32400,8.25,1,31064
27900,6,1,22986
30600,5.75,2,22957
35100,8.75,1,32843
25200,6,9,29624
29700,7.75,1,29217
18900,6,1,22937
72000,9.75,5,39914
18900,9.25,4,37275
26100,6.75,4,27940
58500,9.75,4,38846
32400,9.5,3,37255
27000,9.5,6,40008
35100,7.5,8,34682
22500,5.5,1,21022
27900,8.75,3,34511
21600,6.75,2,26450
19800,6.5,1,24681
21600,6.25,2,24573
35100,7.75,1,29155
32400,8,1,30173
24300,7,1,26444
33300,6.25,2,24685
27900,9.25,8,40746
22500,9,1,33700
27900,8.25,9,37049
74700,5,2,20196
25200,8,1,30157
34200,6.75,9,32891
30600,5.5,3,22957
25200,9,7,38210
28800,8.75,2,33603
35100,8.25,1,31072
20700,9.5,1,35479
26100,7.75,9,35518
35100,8,1,30180
25200,9.25,3,36159
25200,6.5,5,28076
26100,6.25,1,23771
27900,7.25,3,28894
28800,7.5,1,28257
18000,5.75,4,24268
23400,9.5,2,36264
19800,7.75,10,36941
18000,5,2,20281
9900,10,4,39737
28800,9.25,1,34650
33300,9.75,1,36478
45000,5.5,1,21198
26100,5.75,9,28533
23400,6.25,7,28849
34200,7.75,1,29177
25200,5.75,1,22059
27900,9,1,33749
25200,5.25,8,25848
32400,5.5,4,23637
27000,9.5,1,35516
18000,6,7,27539
20700,9,2,34572
20700,8.25,1,31062
18000,6.25,3,25335
28800,7.75,1,29210
34200,7.5,9,34497
4500,7,3,28305
22500,9.75,1,36441
18000,6.75,1,25616
20700,6.25,5,27123
35100,7.5,1,28380
18000,9,1,33666
9000,8,1,30158
18000,8.25,1,30943
12600,9.75,2,37280
27000,9.25,3,36391
18000,5,1,19321
27900,8,2,30944
30600,10,4,39619
19800,5.75,2,22977
33300,9.75,3,37985
29700,9.5,8,41582
22500,6.5,8,30658
19800,5.75,6,25878
62100,6.25,5,27332
24300,5.5,4,23439
35100,5.5,3,22868
75600,6.5,3,26221
30600,7.5,2,29007
20700,7.5,1,28286
21600,5.25,9,27076
34200,5.25,1,20175
29700,8.75,3,34426
27900,7.25,1,27462
28800,5.5,3,22955
32400,5.75,1,22085
18900,8.25,10,38560
27900,6,1,22887
54900,6,1,22924
31500,9.75,1,36363
18000,8.5,1,31928
24300,10,1,37303
18000,10,1,37240
33300,9,1,33621
31500,8.75,2,33652
35100,9.25,2,35329
31500,8,3,31855
34200,6.5,6,28974
28800,5,1,19362
30600,9.75,9,43033
18000,8,2,31035
22500,10,1,37340
31500,9.5,1,35556
32400,5.75,4,24308
12600,9,2,34608
45900,5,1,19323
26100,5.5,10,28827
25200,5.5,1,21121
25200,5.75,1,21934
33300,6.75,4,28316
21600,9.5,2,36271
72900,5.5,1,21152
68400,6.75,3,27170
53100,6.5,1,24714
28800,9.5,1,35471
32400,7.5,5,31665
27900,8.75,2,33732
25200,5.25,7,25598
